StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,Year3_Reading_At_Risk
727269733,31,29,28,31,29,30,43,40,3,5,2,2,3,5,2,3,5.70684931506849,Male,1,0,0,0,0,0,2,1,105,105,2,1,1,2020,False
366225432,10,15,24,20,23,28,37,31,2,4,1,2,2,0,0,2,5.54520547945205,Female,1,0,0,0,0,0,2,2,102,102,2,0,0,2016,False
189521551,12,14,21,25,30,30,27,48,1,2,1,1,1,1,0,0,5.00547945205479,Male,1,0,0,0,0,0,3,3,95,93,2,2,1,2021,False
486109831,8,17,24,31,30,31,27,39,1,2,1,1,2,1,1,2,5.2,Female,1,0,0,0,0,0,3,2,109,109,2,2,0,2020,False
744081052,11,14,20,22,25,30,27,33,1,3,1,1,1,3,1,2,5.20547945205479,Female,1,0,0,0,0,0,2,2,113,113,2,2,1,2020,False
946761998,2,13,18,18,18,22,5,5,2,3,1,2,0,3,0,2,5.04109589041096,Male,0,1,0,0,0,1,2,2,95,95,2,1,2,2017,True
730561297,10,16,26,27,30,30,16,44,3,2,1,2,2,1,0,2,5.75068493150685,Male,1,0,0,0,0,0,2,2,103,103,2,0,0,2020,False
221038512,9,13,22,21,26,28,12,34,2,2,1,1,0,0,0,0,5.24931506849315,Male,1,0,0,0,0,0,2,2,114,114,2,2,2,2017,False
772959496,7,13,18,20,23,26,16,34,1,2,1,2,2,2,1,2,4.66575342465754,Female,1,0,0,0,0,0,4,2,98,98,2,2,0,2017,False
219322616,8,13,21,18,21,24,22,34,2,3,1,1,0,1,1,1,5.75890410958904,Male,1,0,0,0,0,0,3,1,103,103,2,1,1,2018,False
608560930,17,19,27,30,30,29,16,43,0,4,1,2,1,4,0,2,5.58082191780822,Male,1,0,0,0,0,0,2,2,116,116,2,1,1,2020,False
184925118,10,12,21,25,27,32,14,40,1,4,1,2,0,4,0,2,4.67123287671233,Male,1,0,0,0,0,0,2,2,120,120,2,0,1,2016,False
156725548,10,12,15,18,20,30,25,31,0,4,2,2,1,4,1,2,5.22739726027397,Male,1,0,0,0,0,0,2,2,116,116,2,2,1,2020,False
678250422,7,13,18,16,22,25,22,18,2,2,1,1,1,2,1,2,5.54794520547945,Male,0,1,0,0,0,1,1,1,99,94,2,1,0,2021,True
512093086,7,13,15,18,17,20,22,33,2,3,1,2,2,2,0,2,6.07397260273973,Male,0,1,0,0,0,0,2,1,91,91,2,1,1,2020,True
544903115,8,11,18,16,20,26,32,20,1,3,1,2,2,4,2,2,5.34246575342466,Male,1,0,0,0,0,0,4,4,98,98,2,2,0,2018,True
200701341,10,12,15,20,24,25,13,39,1,2,1,1,1,3,1,2,5.53972602739726,Male,1,0,0,0,0,0,2,1,95,92,2,2,0,2021,False
193444118,11,18,22,20,26,26,37,32,2,2,1,1,1,2,1,2,5.0,Female,1,0,0,0,0,0,3,2,120,120,2,0,2,2017,False
886248482,12,12,17,17,23,31,42,31,1,3,1,2,0,2,1,2,5.09041095890411,Female,1,0,0,0,0,0,3,1,114,114,1,0,0,2017,False
459496387,13,15,19,17,26,28,22,27,2,3,1,2,2,1,2,2,5.43835616438356,Male,1,0,0,0,0,0,1,1,97,97,2,0,1,2018,True
642189367,22,26,30,28,28,29,35,34,3,4,2,2,2,4,1,4,5.05753424657534,Male,1,0,0,0,0,0,1,1,95,95,0,0,0,2018,False
307409217,11,15,23,27,30,29,25,30,0,3,1,2,1,3,1,2,5.43561643835616,Female,1,0,0,0,0,0,2,2,116,116,2,0,0,2018,False
524869707,13,21,22,21,25,30,22,48,0,2,1,2,0,2,0,2,4.65479452054795,Male,1,0,0,0,0,0,2,1,91,91,2,1,0,2020,False
571010304,13,14,21,23,23,30,26,38,3,3,1,2,1,2,1,1,4.91232876712329,Female,1,0,0,0,0,0,3,2,101,101,2,2,0,2020,False
879637870,14,15,19,19,26,30,15,38,2,4,2,2,0,2,0,1,4.91232876712329,Male,0,1,0,0,0,0,2,1,101,101,1,1,0,2020,False
515250605,8,10,19,21,23,31,19,23,1,2,1,1,1,1,0,1,4.90958904109589,Male,0,1,0,0,0,0,1,1,95,95,0,0,0,2017,True
587888257,9,12,16,16,20,25,11,39,1,2,1,3,1,3,2,2,4.97808219178082,Male,0,1,0,0,0,0,3,2,102,102,2,1,1,2020,False
653460527,10,14,21,26,27,27,30,38,3,4,1,2,1,2,2,2,4.8027397260274,Female,1,0,0,0,0,0,2,2,95,95,2,2,2,2018,False
340246946,8,10,23,18,25,25,20,36,1,3,1,1,1,2,0,2,5.29041095890411,Female,0,0,1,0,0,0,2,2,104,104,1,1,1,2020,False
732707703,11,12,18,20,20,26,21,19,2,4,2,1,2,2,2,2,5.32602739726027,Female,1,0,0,0,0,0,1,1,95,95,2,0,0,2017,False
327601082,13,13,20,19,21,27,22,30,1,5,1,2,1,3,1,1,5.36438356164384,Male,1,0,0,0,0,0,4,1,104,104,2,2,2,2017,False
140170734,13,16,29,20,24,25,11,27,1,3,1,1,1,1,2,2,4.75890410958904,Female,1,0,0,0,0,0,2,1,92,92,2,0,0,2020,False
439588016,0,9,17,15,17,18,22,38,2,2,1,1,2,3,2,2,5.41369863013699,Female,0,1,0,0,0,0,3,2,104,98,2,2,0,2021,True
378665250,19,20,28,23,25,28,42,46,4,4,2,3,5,5,0,3,5.88219178082192,Male,1,0,0,0,0,0,2,2,113,113,2,2,1,2020,False
632371410,12,18,21,25,28,30,37,39,2,4,1,2,1,3,1,2,5.03013698630137,Female,1,0,0,0,0,0,3,1,95,95,1,0,0,2020,False
428488088,12,16,24,26,25,31,27,31,1,3,1,2,2,3,0,2,5.33150684931507,Female,1,0,0,0,0,0,2,1,97,97,1,0,0,2017,False
607574866,13,16,24,23,31,31,28,43,3,4,2,1,3,4,2,2,5.5013698630137,Male,1,0,0,0,0,0,1,1,95,95,2,1,1,2020,False
797281001,10,14,21,20,28,33,27,41,2,2,1,1,1,3,2,2,5.74520547945205,Female,1,0,0,0,0,0,2,1,101,101,2,0,0,2020,False
153556025,16,16,21,21,25,31,14,29,2,2,1,1,0,2,1,2,5.53698630136986,Female,1,0,0,0,0,0,2,2,110,110,2,0,0,2018,False
465910315,8,10,18,18,26,30,9,26,2,3,1,2,1,1,1,2,5.54794520547945,Female,0,1,0,0,0,0,2,2,103,103,2,1,1,2020,True
794339402,9,12,18,19,22,23,10,28,2,3,1,1,1,2,2,2,5.73150684931507,Male,1,0,0,0,0,0,4,4,97,97,2,2,2,2020,False
941881187,8,13,22,23,25,28,22,32,1,2,0,2,1,2,1,2,4.91506849315068,Female,1,0,0,0,0,0,3,2,115,115,2,2,2,2018,False
336882634,6,5,16,18,23,25,10,18,3,4,1,2,2,5,2,2,5.41095890410959,Male,1,0,0,0,0,0,1,1,94,94,1,0,0,2017,False
896834179,7,13,25,32,30,30,15,33,2,4,1,2,1,2,1,2,4.51232876712329,Female,1,0,0,0,0,0,3,3,95,95,2,2,2,2020,False
909833986,19,18,23,22,28,27,34,41,3,4,1,2,1,4,2,2,5.33150684931507,Female,0,0,0,0,1,1,1,1,113,105,1,1,1,2021,False
148433318,15,14,18,24,27,30,22,30,3,5,2,2,1,4,2,2,4.92876712328767,Male,1,0,0,0,0,0,1,1,120,120,0,0,0,2016,False
173215751,11,15,20,21,24,24,23,30,2,5,2,2,1,4,2,2,5.66849315068493,Male,1,0,0,0,0,0,2,2,95,95,2,1,0,2018,False
420089318,22,13,17,15,20,24,14,35,1,3,1,2,1,5,0,2,5.22465753424658,Male,0,1,0,0,0,1,3,1,95,95,0,0,0,2018,False
263871692,21,28,32,28,29,30,45,36,2,3,2,2,4,4,2,2,5.27123287671233,Female,1,0,0,0,0,0,3,3,101,101,2,1,1,2017,False
758236944,16,21,26,25,29,29,59,35,3,4,1,2,1,2,2,2,5.66575342465754,Female,1,0,0,0,0,0,3,2,117,117,2,2,2,2017,False
175201895,12,17,23,25,29,30,27,48,2,3,1,2,1,3,1,1,5.48767123287671,Male,1,0,0,0,0,0,4,4,105,105,1,1,1,2020,False
924859376,21,24,29,31,32,30,59,49,3,2,1,2,2,4,3,4,5.58356164383562,Male,1,0,0,0,0,0,1,1,113,113,2,2,2,2020,False
481290361,15,21,29,28,26,30,29,37,2,4,1,2,2,2,2,2,5.4958904109589,Female,1,0,0,0,0,0,2,2,95,95,2,2,2,2017,False
596617286,10,11,18,22,22,24,15,33,1,1,1,2,0,2,0,2,5.30958904109589,Male,0,1,0,0,0,1,1,1,114,114,1,1,1,2020,False
547750453,12,21,25,28,30,30,22,26,0,5,2,2,2,4,1,4,5.68767123287671,Male,1,0,0,0,0,0,2,2,101,101,2,0,1,2016,False
146838044,16,23,22,22,25,27,33,33,1,3,0,2,1,1,2,2,5.5013698630137,Male,0,1,0,0,0,0,3,3,102,102,2,0,2,2018,False
258935452,20,29,29,27,31,29,32,32,3,3,1,2,1,2,0,2,5.15890410958904,Male,0,0,0,0,1,0,1,1,101,101,1,0,0,2016,False
153175084,11,18,22,20,29,31,21,39,2,4,2,2,1,2,2,2,5.77534246575342,Male,1,0,0,0,0,0,3,3,101,101,2,1,1,2020,False
881827574,18,16,21,21,22,26,23,36,2,5,1,3,2,2,0,1,5.3972602739726,Male,1,0,0,0,0,0,4,1,120,120,2,2,1,2017,False
614630031,9,14,21,23,26,29,14,15,0,3,1,2,1,2,0,2,5.31232876712329,Male,0,1,0,0,0,1,2,2,108,108,2,0,1,2020,True
956793296,6,7,20,21,29,29,24,31,2,4,2,2,1,4,2,2,5.15342465753425,Male,0,1,0,0,0,0,3,3,102,97,2,2,1,2021,False
830271825,7,12,17,19,19,24,17,30,1,2,1,1,1,0,1,1,5.33972602739726,Male,1,0,0,0,0,0,6,3,95,95,0,0,0,2017,False
452308309,13,12,14,12,13,18,7,14,2,2,1,1,1,1,1,1,4.92602739726027,Female,0,1,0,0,0,0,1,1,109,109,2,1,1,2020,True
485657610,4,11,18,19,24,29,30,38,1,4,1,2,3,2,2,1,6.01643835616438,Male,1,0,0,0,0,0,4,2,114,114,2,1,0,2017,False
941568807,7,11,17,22,25,24,7,14,1,3,0,2,1,2,0,2,4.94520547945205,Female,0,1,0,0,0,0,2,2,97,97,0,0,0,2016,False
561282770,16,27,28,31,29,32,53,41,2,3,2,2,2,2,1,3,5.63013698630137,Female,0,0,1,0,0,1,2,1,114,114,2,1,1,2020,False
731498881,34,32,28,31,27,26,40,35,2,2,1,2,1,0,2,2,4.95890410958904,Male,1,0,0,0,0,0,2,2,95,95,2,2,1,2017,False
298744939,13,19,20,24,31,30,24,38,2,4,2,3,3,5,2,2,5.88767123287671,Female,1,0,0,0,0,0,1,1,104,104,2,0,1,2020,False
852074843,6,23,26,31,32,30,13,35,0,3,1,2,1,3,1,2,5.02191780821918,Male,1,0,0,0,0,0,2,1,116,116,2,1,2,2018,False
215557975,13,14,23,21,26,30,26,30,2,2,1,2,2,2,2,3,5.19452054794521,Female,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,False
576265297,14,15,25,23,31,29,28,41,1,3,1,2,2,3,2,2,5.35616438356164,Male,0,0,1,0,0,0,2,1,116,116,2,1,0,2020,False
730890540,22,24,31,27,27,27,30,37,3,3,1,2,2,2,2,2,5.80821917808219,Female,1,0,0,0,0,0,3,2,95,95,2,0,1,2018,False
798708888,3,4,17,12,20,25,17,29,0,5,1,3,0,3,1,3,4.86301369863014,Female,0,1,0,0,0,0,3,3,98,98,2,1,2,2021,True
871445669,15,17,22,24,25,29,46,37,2,2,1,1,2,2,2,2,5.46301369863014,Female,1,0,0,0,0,0,3,3,94,94,1,1,0,2020,False
864595942,13,13,23,28,26,24,26,34,2,2,1,1,1,1,1,1,4.69315068493151,Female,1,0,0,0,0,0,3,2,95,95,2,1,1,2017,False
681537822,8,16,17,22,27,27,6,26,2,4,1,1,2,2,2,1,5.48219178082192,Male,0,0,1,0,0,0,5,2,114,114,2,0,0,2018,False
317128602,8,12,20,22,25,28,20,32,1,3,1,1,2,2,2,1,4.99452054794521,Male,1,0,0,0,0,0,2,2,115,115,2,1,0,2018,False
720181422,3,12,18,18,25,27,11,31,1,2,1,1,2,2,0,2,5.42191780821918,Female,0,1,0,0,0,0,1,1,97,97,0,0,0,2016,False
173345741,23,25,27,24,27,29,33,30,3,3,2,2,2,3,2,3,4.98082191780822,Male,1,0,0,0,0,0,3,2,97,97,2,0,1,2017,False
939213848,6,9,21,19,22,27,11,28,2,1,1,2,2,1,2,1,4.99178082191781,Male,1,0,0,0,0,0,4,4,94,94,1,1,1,2018,True
776529698,5,11,22,26,31,31,18,31,2,3,0,1,2,0,2,0,5.14520547945205,Male,1,0,0,0,0,0,3,1,114,104,2,1,1,2021,False
713480701,10,14,20,18,21,26,23,37,2,1,1,2,1,1,2,2,5.53424657534247,Female,1,0,0,0,0,0,4,3,105,105,2,0,0,2020,False
917406963,8,8,17,14,23,27,13,27,2,3,1,1,1,2,2,2,5.31232876712329,Male,1,0,0,0,0,0,1,1,88,88,0,0,0,2017,False
729017720,4,9,16,14,18,23,7,18,1,2,0,1,1,3,0,2,5.38904109589041,Male,1,0,0,0,0,0,2,2,96,96,0,0,0,2017,True
959079517,17,18,21,26,30,29,37,36,1,2,1,1,1,2,2,2,5.33424657534247,Female,1,0,0,0,0,0,3,3,104,98,2,0,1,2021,False
423051158,11,12,16,21,21,26,14,35,2,2,1,1,0,2,1,1,5.48219178082192,Female,1,0,0,0,0,0,2,2,98,98,0,0,0,2017,True
390347624,6,9,17,21,26,29,17,21,0,2,1,2,0,2,1,2,5.18630136986301,Female,0,0,1,0,0,0,2,1,98,98,1,1,0,2018,False
757358678,10,14,19,25,31,28,16,33,0,4,1,2,3,2,2,2,5.50684931506849,Male,1,0,0,0,0,0,2,1,91,89,1,1,1,2021,True
278395301,14,17,25,25,25,28,16,31,2,2,1,2,1,2,0,2,5.12054794520548,Female,1,0,0,0,0,0,2,2,103,103,2,0,0,2020,False
638476358,10,17,23,23,26,28,13,39,0,1,1,1,1,1,0,2,4.58904109589041,Male,0,1,0,0,0,0,3,2,104,104,2,1,0,2020,True
887007879,10,13,19,15,23,27,10,35,2,2,1,2,2,2,0,1,5.01095890410959,Male,0,1,0,0,0,0,1,1,110,110,1,0,0,2018,True
465018494,16,22,28,29,28,29,18,30,4,4,1,2,2,1,2,2,5.94246575342466,Female,1,0,0,0,0,0,1,1,114,114,1,1,1,2018,False
186993150,14,18,23,24,27,28,37,39,1,2,1,2,1,1,2,0,5.41095890410959,Female,1,0,0,0,0,0,2,2,98,98,2,1,1,2017,False
569934079,1,17,17,18,17,20,24,10,1,2,1,1,2,1,2,1,5.4,Female,0,1,0,0,0,0,3,3,95,95,2,1,0,2018,True
276776546,24,28,30,29,26,31,34,42,3,5,1,3,1,4,2,2,5.94246575342466,Male,1,0,0,0,0,0,2,1,95,95,2,2,1,2020,False
824867865,21,22,28,25,31,31,38,45,1,3,1,2,1,1,0,2,5.36986301369863,Female,1,0,0,0,0,0,2,1,109,109,1,2,0,2020,False
300758524,3,13,13,11,16,19,3,15,1,1,0,1,0,0,0,0,5.58630136986301,Male,0,1,0,0,0,0,1,1,95,95,0,0,0,2018,True
747424210,12,10,22,24,30,28,21,37,1,1,0,2,1,3,1,2,4.86849315068493,Male,0,1,0,0,0,0,2,2,116,104,2,2,1,2021,False
649006922,3,19,18,21,25,25,18,25,1,3,0,1,1,2,0,2,4.81369863013699,Female,1,0,0,0,0,0,2,1,78,78,0,0,0,2020,True
159580333,13,18,24,27,28,29,21,26,2,3,1,2,1,2,2,2,5.18630136986301,Female,1,0,0,0,0,0,4,4,116,116,2,0,1,2020,False
699822507,8,14,17,20,24,24,30,43,2,3,1,2,2,2,1,2,5.50684931506849,Female,1,0,0,0,0,0,4,3,92,87,2,0,0,2021,False
227536339,3,6,13,14,16,15,18,26,2,1,1,1,1,1,0,0,5.43561643835616,Female,1,0,0,0,0,0,2,2,101,101,1,0,0,2016,True
688632732,12,15,20,23,25,30,17,32,2,4,1,2,2,2,2,2,5.61095890410959,Male,1,0,0,0,0,0,2,2,114,114,1,1,0,2018,False
203763861,21,26,29,29,28,28,32,35,3,4,2,2,3,2,2,4,5.12054794520548,Female,1,0,0,0,0,0,3,2,101,101,2,2,1,2016,False
525130568,6,9,17,15,21,22,3,-2,1,2,1,1,1,1,1,2,4.5041095890411,Male,0,1,0,0,0,0,3,3,92,87,2,1,0,2021,True
262307425,6,10,16,18,20,25,28,8,1,2,1,1,1,2,0,0,5.33150684931507,Female,1,0,0,0,0,0,2,1,97,97,0,0,0,2018,False
242133530,16,13,22,19,27,27,16,34,1,1,1,1,1,0,1,0,5.48493150684931,Female,0,0,0,0,1,1,2,1,103,103,2,0,1,2018,False
432678632,16,17,24,29,30,31,17,16,2,2,0,2,1,3,1,3,5.26575342465753,Female,1,0,0,0,0,0,3,2,94,94,1,0,0,2018,False
999569637,9,11,17,14,16,23,13,19,2,3,1,2,2,2,1,2,5.21917808219178,Male,0,1,0,0,0,1,2,1,95,95,1,0,0,2020,True
642157983,8,11,18,15,20,24,10,13,2,1,0,1,3,2,0,2,5.64931506849315,Male,0,1,0,0,0,1,2,2,95,95,2,0,0,2018,True
111324244,9,14,18,19,18,25,12,27,1,3,1,1,0,2,1,2,5.59178082191781,Female,1,0,0,0,0,0,4,1,93,93,2,1,0,2020,True
373252643,12,13,18,21,19,23,12,25,2,4,1,2,2,2,2,2,5.10684931506849,Male,1,0,0,0,0,0,2,1,120,120,2,2,1,2018,False
867402826,11,15,20,25,27,29,33,32,1,3,1,2,0,1,0,0,5.25753424657534,Female,1,0,0,0,0,0,2,1,116,116,1,1,0,2017,False
724291653,12,18,21,20,25,26,3,32,2,4,1,2,0,1,0,2,5.17808219178082,Female,1,0,0,0,0,0,3,1,103,103,2,2,1,2018,False
453568292,7,14,24,28,28,28,10,29,1,2,1,1,1,2,1,1,5.27671232876712,Female,1,0,0,0,0,0,2,2,114,114,2,0,1,2016,False
226786631,12,18,28,28,30,28,32,29,3,3,1,2,1,2,0,1,5.21095890410959,Female,1,0,0,0,0,0,1,1,114,114,2,0,2,2016,False
602909571,14,15,21,23,26,27,13,32,1,3,1,2,0,2,0,2,5.51780821917808,Female,1,0,0,0,0,0,2,2,110,110,2,0,1,2018,False
250257628,12,13,19,22,24,25,17,25,2,4,1,2,1,2,2,2,5.02191780821918,Male,0,1,0,0,0,0,3,2,114,102,2,0,0,2021,False
187187651,26,29,29,30,31,32,29,36,4,4,1,2,2,4,2,2,5.84109589041096,Male,1,0,0,0,0,0,3,1,114,114,2,2,2,2018,False
855126284,10,14,21,19,24,28,15,29,1,3,1,2,1,3,0,1,4.66301369863014,Male,1,0,0,0,0,0,1,1,112,112,2,2,2,2018,False
755457064,12,13,21,19,23,30,27,32,1,5,1,2,2,2,2,1,5.6,Female,1,0,0,0,0,0,4,3,102,102,1,0,0,2017,False
654183150,-3,5,16,16,17,19,5,10,1,4,0,1,0,1,0,2,4.75342465753425,Male,1,0,0,0,0,0,2,1,97,97,2,1,1,2018,True
287269186,15,19,24,23,28,25,21,44,2,4,1,2,1,2,2,3,5.41917808219178,Female,1,0,0,0,0,0,2,1,107,96,2,2,2,2021,False
754883166,0,9,16,14,21,26,12,23,2,4,1,2,2,3,2,3,5.7041095890411,Male,0,1,0,0,0,1,2,1,94,94,1,0,1,2018,True
781834886,10,7,20,18,19,18,9,27,2,1,1,1,0,1,0,1,5.90958904109589,Male,1,0,0,0,0,0,2,2,97,97,0,0,0,2020,False
743559545,18,17,24,26,28,30,13,31,2,5,1,4,4,5,2,4,6.0027397260274,Male,1,0,0,0,0,0,1,1,120,120,2,2,2,2017,False
572170303,14,19,22,24,32,31,17,29,2,4,1,2,1,2,2,3,5.01095890410959,Male,1,0,0,0,0,0,3,1,97,97,2,2,0,2017,False
373989758,14,17,24,30,32,30,17,37,3,4,1,2,2,2,2,2,4.6958904109589,Male,1,0,0,0,0,0,1,1,97,97,1,0,0,2016,False
400391243,5,11,17,17,17,22,21,22,1,2,1,1,2,1,0,2,5.73150684931507,Female,1,0,0,0,0,0,2,2,112,112,2,2,2,2020,False
836293168,10,15,22,31,29,29,51,41,1,2,1,2,0,1,0,0,5.13972602739726,Female,1,0,0,0,0,0,2,1,114,114,2,2,2,2016,False
482464253,8,12,18,22,26,31,23,22,1,2,1,1,1,2,2,2,5.45205479452055,Female,1,0,0,0,0,0,1,1,107,96,2,1,0,2021,True
439692119,13,16,20,22,25,24,17,26,2,3,1,2,2,3,0,2,5.28219178082192,Female,1,0,0,0,0,0,1,1,97,97,0,0,0,2017,False
865170218,15,21,26,30,31,31,21,24,1,4,1,2,1,2,2,2,5.67123287671233,Male,1,0,0,0,0,0,1,1,114,114,2,0,0,2020,False
818738394,12,14,21,22,25,30,40,43,1,4,1,3,1,2,0,2,5.64931506849315,Female,1,0,0,0,0,0,3,3,114,114,1,1,1,2020,False
249450253,2,11,18,19,19,20,9,20,1,3,1,1,1,1,0,2,5.62191780821918,Female,0,0,1,0,0,1,6,4,95,95,0,0,0,2020,False
378534902,12,15,30,25,25,32,21,28,0,1,1,2,2,3,0,2,4.52054794520548,Female,1,0,0,0,0,0,2,2,104,104,1,0,1,2018,False
255291958,11,7,15,17,21,28,25,35,1,1,1,1,3,0,2,1,4.8958904109589,Female,0,0,0,0,1,0,3,1,97,97,2,0,0,2017,False
515829140,13,14,20,23,26,28,8,46,2,2,1,2,2,2,1,2,5.46849315068493,Male,0,1,0,0,0,0,2,2,112,112,2,1,1,2020,False
270341050,18,22,25,17,26,30,13,32,3,4,1,2,3,2,0,3,5.40547945205479,Male,1,0,0,0,0,0,3,3,95,105,2,1,2,2018,False
795469984,10,13,26,20,25,30,11,26,1,3,0,2,2,2,1,0,5.32054794520548,Male,0,1,0,0,0,0,2,1,97,97,2,0,0,2017,True
950396591,14,19,21,22,23,28,19,42,2,2,1,1,1,2,1,2,5.66849315068493,Female,0,1,0,0,0,0,2,1,117,108,2,2,2,2021,False
521533414,6,10,18,18,20,24,9,30,2,4,1,2,2,2,0,1,4.87671232876712,Male,1,0,0,0,0,0,3,3,97,97,0,0,0,2018,True
349034954,8,12,22,21,23,25,30,32,1,2,1,1,1,1,1,2,5.31232876712329,Female,1,0,0,0,0,0,2,2,95,95,2,0,2,2018,False
256280357,13,20,24,24,27,29,23,31,2,3,1,2,2,2,2,0,5.66301369863014,Male,1,0,0,0,0,0,2,1,95,95,2,2,0,2018,False
